Title,Name [personal] (Creator),Name [personal] (Addressee),Name [corporate] (Creator),Place of Origin,Publisher,Date Created,Subject - Topic,Subject - Geographic,Subject - Name [personal],Subject - Name [corporate],Abstract (Description),Biographical Information,Note [content] (Note),Contributing Repository
"Letter from Henry McCall to Reginald Dykers, 1905 November 22","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1905-11-22,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,"McCall,  president of the Association, provides a list of Association members selected to be delegates to an immigration convention.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from A. R. Blakely to Reginald Dykers, 1905 November 16","Blakely, Andrew R.","Dykers, Reginald.",,New Orleans (La.),,1905-11-16,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Blakely acknowledges his appointment as delegate to an immigration convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. G. Lee to Reginald Dykers, November 24 1905","Lee, J. G.","Dykers, Reginald.",,Baton Rouge (La.),,1905-11-24,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association.; Louisiana State Board of Agriculture and Immigration.,"Lee, commissioner of the State Board of Agriculture and Immigration, supports the upcoming immigration convention and hopes the Association will have a large and influential delegation there.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Delegate Appointment Document, 1905 November 24",,"Dykers, Reginald.",Louisiana. Office of the Governor.,Baton Rouge (La.),,1905-11-24,,Louisiana--Emigration and immigration--Congresses.,"Blanchard, Newton C. (Newton Crain), 1849-1922.",Louisiana Sugar Planters' Association.,Dykers is appointed by the Governor to be a delegate to the Immigration and Industrial Convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. P. Ball to Reginald Dykers, 1905 November 24",,"Dykers, Reginald.",New Orleans (La.). Office of the Mayor.,New Orleans (La.),,1905-11-24,,Louisiana--Emigration and immigration--Congresses.,"Behrman, Martin, 1864-1926.; Ball, W. P.",Louisiana Sugar Planters' Association.,Dykers is appointed by the New Orleans Mayor to be a delegate to the Immigration and Industrial Convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Lee Foret to Reginald Dykers, 1905 December 19","Foret, Lee.","Dykers, Reginald.",,Norah (La.),,1905-12-19,,,,Louisiana Sugar Planters' Association--Membership.,Foret remits his membership to the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Charles A. Bruslé to Reginald Dykers, 1905 December 28","Bruslé, Charles A.","Dykers, Reginald.",,Plaquemine (La.),,1905-12-28,,,,Louisiana Sugar Planters' Association--Membership.,Bruslé remits his membership to the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Theodore Justice to American Protective Tariff League, 1905 December 26","Justice, Theodore.",,,Philadelphia (Pa.),,1905-12-26,Protectionism--United States.,,,American Protective Tariff League.,Justice writes to the American Protective Tariff League in support of protective tariffs.,"The American Protective Tariff League was founded in 1885 by a group of prominent business men.  Based in New York City, the group was founded for ""the protection of American Labor and Industry"" through opposition to any reductions of high tariffs.",,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. H. Dalrymple to Reginald Dykers, 1905 December 26","Dalrymple, William Haddock, 1856-1925.","Dykers, Reginald.",,Baton Rouge (La.),,1905-12-26,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,Dalrymple writes to say he will attend the January meeting but is not prepared to deliver a paper.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Israel & King to Reginald Dykers, 1905 December 21",,"Dykers, Reginald.",Israel and King.,New Orleans (La.),,1905-12-21,Sugar--Havesting--Machinery.,,,Louisiana Sugar Planters' Association--Awards.,"Israel and King, sales agents, write to inquire if the $2,000.00 prize for ""the best cane cutter"" is still in play.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Charles V. Moore to Reginald Dykers, December 23 1905","Moore, Charles V.","Dykers, Reginald.",,Schriever (La.),,1905-12-23,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,Moore writes to say he may or may not be able to prepare a paper for the January Association meeting.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
American Protective Tariff League Circular 216,,,American Protective Tariff League.,New York (N.Y.),,1905-03-19,,,,American Protective Tariff League--Political activity--United States.,The American Protective Tariff League mailed blank cards soliciting the name of a first time voter in the 1906 election.,"The American Protective Tariff League was founded in 1885 by a group of prominent business men.  Based in New York City, the group was founded for ""the protection of American Labor and Industry"" through opposition to any reductions of high tariffs.",,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"American Protective Tariff League Annual Meeting notice, 1905 December 20",,"Dykers, Reginald.",American Protective Tariff League.,New York (N.Y.),,1905-12-20,Business meetings--New York (State)--New York.,,,American Protective Tariff League--Management.,The American Protective Tariff League sends notice of their 1906 annual meeting.,"The American Protective Tariff League was founded in 1885 by a group of prominent business men.  Based in New York City, the group was founded for ""the protection of American Labor and Industry"" through opposition to any reductions of high tariffs.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry McCall to Reginald Dykers, 1905 December 19","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1905-12-19,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Henry McCall,  president of the Association, suggests a topic for the January meeting paper but is open to suggestions for alternative topics.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from A. O. Pessou to Reginald Dykers, 1905 December 12","Pessou, A. O.","Dykers, Reginald.",,Thibodaux (La.),,1905-12-12,Sugar--Havesting--Machinery.,,,Louisiana Sugar Planters' Association--Awards.,"Pessou, inventor, writes to inquire if the $1,000.00 prize for ""the best cane cutter"" is still in play.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Andrew H. Gay to Reginald Dykers, 1905 December 11","Gay, Andrew H.","Dykers, Reginald.",,Plaquemine (La.),,1905-12-11,,,,Louisiana Sugar Planters' Association--Membership.,Gay brings his dues in arrears to date and resigns from the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Wibray Thompson to Reginald Dykers, 1905 December 11","Thompson, Wibray J.","Dykers, Reginald.",,Patterson (La.),,1905-12-11,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,Thompson returns a corrected copy of his paper comparing the use of crystallizers versus hot rooms in the processing of sugar.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from A. L. Monnot to Reginald Dykers, 1905 December 5","Monnot, A. L.","Dykers, Reginald.",,Jeanerette (La.),,1905-12-05,,,,Louisiana Sugar Planters' Association--Membership.,Monnot tenders his resignation from the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from H. M. Mayo to Reginald Dykers, 1905 December 8","Mayo, H. M.","Dykers, Reginald.",,New Orleans (La.),,1905-12-08,Business meetings--Louisiana--New Orleans.,,,Louisiana Sugar Planters' Association.; New Orleans Progressive Union.,Mayo expresses surprise and concern that the Association membership arrived at the Union's building for a meeting only to find it locked and asks for dates of future meetings.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. B. Levert to Reginald Dykers, 1905 November 27","Levert, J. B.","Dykers, Reginald.",,New Orleans (La.),,1905-11-27,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Levert accepts his appointment as a delegate to the Immigration and Industrial Convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from A. B. Gilmore to Reginald Dykers, 1905 December 1","Gilmore, A. B. (Abner Blanks), 1878-1947.","Dykers, Reginald.",,New Orleans (La.),,1905-12-01,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Gilmore, manager, The Sugar Planters' Journal, asks Dykers to send recent papers read before the Association so that they may be published in the Journal.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. L. Goldsmith to Reginald Dykers, 1905 November 27","Goldsmith, W. L.","Dykers, Reginald.",,New Orleans (La.),,1905-11-27,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Goldsmith accepts his appointment as a delegate to the Immigration and Industrial Convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Emile Rost to Reginald Dykers, 1905 November 27","Rost, Emile.","Dykers, Reginald.",,Saint Rose (La.),,1905-11-27,,Louisiana--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Rost declines his appointment as a delegate to the Immigration and Industrial Convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from A. A. Morrow to Reginald Dykers, 1906 January 3","Morrow, A. A.","Dykers, Reginald.",,Saint Martin Parish (La.),,1906-01-03,,,,Louisiana Sugar Planters' Association--Membership.,Morrow remits his dues to the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Charles B Maginnis to Reginald Dykers, 1906 January 11","Maginnis, Charles B.","Dykers, Reginald.",,Houma (La.),,1906-01-11,,,,Louisiana Sugar Planters' Association--Membership.,Maginnis remits his dues to the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from  Jules Jacob to Reginald Dykers, 1906 January 11","Jacob, Jules J.","Dykers, Reginald.",,Convent (La.),,1906-01-11,,,,Louisiana Sugar Planters' Association.,Jacobs apologizes for missing the recent meeting.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from G. W. Sentell to Reginald Dykers, 1906 January 11","Sentell, G. W.","Dykers, Reginald.",,Bunkie (La.),,1906-01-11,,,,Louisiana Sugar Planters' Association.,Sentell apologizes for missing the recent meeting but hope to see Dykers the following day.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from H. H. Schmidt to Reginald Dykers, 1906 January 11","Schmidt, H. W.","Dykers, Reginald.",,Honolulu (Hawaii),,1906-01-11,Sugar--Havesting--Machinery.,,,Louisiana Sugar Planters' Association--Awards.,"Schmidt writes to inquire if the prize for ""the best cane cutter"" is still in play.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry Morris to Reginald Dykers, 1906 January 12","Morris, Henry G.","Dykers, Reginald.",,Philadelphia (Pa.),,1906-01-12,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,Morris comments on the discussion reported on comparing the use of crystallizers versus hot rooms in the processing of sugar.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry McCall to Reginald Dykers, 1906 January 17","McCall, Henry.","Dykers, Reginald.",,New Orleans (La.),,1906-01-17,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Henry McCall, president of the Association, writes Dykers to ""think up a good mechanical topic"" for the February meeting.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from F. A. Pezet to Reginald Dykers, 1906 January 18","Pezet, F. A.","Dykers, Reginald.",,New Orleans (La.),,1906-01-18,"Sugar--Havesting--Machinery.; Diplomatic and consular service, Peruvian--United States.",,,Louisiana Sugar Planters' Association.,"Pezet, Peruvian Minister and Legate, asks Dykers to send any information available on the Cockrell cane cutter, which he heard mentioned at the recent Association meeting.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from R. E. Blouin to Reginald Dykers, 1906 January 19","Blouin, R. E.","Dykers, Reginald.",,New Orleans (La.),,1906-01-19,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Blouin writes Dykers to suggest ""Devices for loading cane in the fields on carts or cars"" as the topic for the next Association meeting; he suggests a report on D.74 and D.95 cane production for a future meeting.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Coakley and Meader to Reginald Dykers, January 27 1906",,"Dykers, Reginald.",Coakley and Meader.,New York (N.Y.),,1906-01-27,Sugar growing--Louisiana.; Molasses as feed.,,,Louisiana Sugar Planters' Association.,"Coakley and Meader, dealers in Southern products and livestock feed, inquire as to whether any Association members would be interested in selling large quantities of ""black strap"" molasses.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Henry McCall to Reginald Dykers, 1906 January 22","McCall, Henry.","Dykers, Reginald.",,New Orleans (N.Y.),,1906-01-22,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Henry McCall, president of the Association, writes Dykers to approve of Blouin's suggested topic for the next meeting and to say he be away in Havana for a few weeks.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Val Goetz, Jr. to Reginald Dykers, January 19 1906","Goetz, Val Jr.","Dykers, Reginald.",,Napoleonville (La.),,1906-01-19,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.; Sugar--Havesting--Machinery.",,,Louisiana Sugar Planters' Association.,Goetz writes Dykers to say he will be in Mexico with his loaders and will not be able to attend the next meeting of the Association.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Charles E. Coates to Reginald Dykers, 1906 February 2","Coates, Charles E. (Charles Edward), 1866-1939.","Dykers, Reginald.",,Baton Rouge (La.),,1906-02-02,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.",,,Louisiana Sugar Planters' Association.,"Coates writes to say he will prepare a paper on the ""topic selected"" for the April Association meeting.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from American Protective Tariff League to Reginald Dykers, February 1 1906",,"Dykers, Reginald.",American Protective Tariff League.,New York (N.Y.),,1906-02-01,,,,Louisiana Sugar Planters' Association.; American Protective Tariff League--Fees.,The American Protective Tariff League sends notice of 1906 contribution due.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from  Frank Davies to Reginald Dykers, 1906 February 5","Davies, Frank.","Dykers, Reginald.",,New Orleans (La.),,1906-02-05,,Alabama--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Davies' secretary writes to inform Dykers that Davies will not be able to act as an Association delegate to the convention in Mobile.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Jules Jacob to Reginald Dykers, 1906 February 5","Jacob, Jules J.","Dykers, Reginald.",,Convent (La.),,1906-02-05,,Alabama--Emigration and immigration--Congresses.,,Louisiana Sugar Planters' Association--Management.,Jacob accepts his appointment as delegate to the upcoming convention.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from J. N. Pharr & Sons, LTD. to Reginald Dykers, 1906 February 6",,"Dykers, Reginald.",J. N. Pharr and Sons.,Berwick (La.),,1906-02-06,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.; Sugar--Havesting--Machinery.",,,Louisiana Sugar Planters' Association.,Pharr & Sons write to say they have used the Howard Loader with carts in the cane fields and hope to attend the next Association meeting to hear the discussion.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from R. E. Blouin to Reginald Dykers, 1906 February 9","Blouin, R. E.","Dykers, Reginald.",,New Orleans (La.),,1906-02-09,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar growing--Louisiana.",,,Louisiana Sugar Planters' Association.,Blouin writes Dykers about the comparative results of using D.74 and D.95 seeding canes as the topic of the next Association meeting.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from W. A. Halloway to Reginald Dykers, 1906 February 10","Halloway, W. A.","Dykers, Reginald.",,Plaquemine (La.),,1906-02,"Speeches, addresses, etc., American--Louisiana--New Orleans.; Sugar--Manufacture and refining--Louisiana.; Sugar--Havesting--Machinery.",,,Louisiana Sugar Planters' Association.,Halloway provides information about the performance of two different cane loaders for the next Association meeting.,"The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Reginald Dykers to John Dymond, 1906 February 12","Dykers, Reginald.","Dymond, John.",,New Orleans (La.),,1906-02-12,,,,Louisiana Sugar Planters' Association--Management.; American Protective Tariff League--Fees.,"Dykers writes to Dymond, member of the Association executive committee, to ask his vote on paying 1906 dues to the American Protective Tariff League.","The Louisiana Sugar Planters' Association was founded in 1877 by a group of prominent planters.  Based in New Orleans, the group was largely responsible for setting in motion the modernization of Louisiana's sugar industry.  It merged with the American Sugar Cane League.",Reginald Dykers was secretary of the Louisiana Sugar Planters' Association.,LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
